	Source	area	short names	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
20	FAOSTAT_3	BLZ	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25741.0	26766.0	5506.0	5670.0	6248.0	4261.0	3483.0	8865.0	4351.0	17603.0	10925.5	30350.6	29188.98	33670.49	36367.41	30009.11
21	FAOSTAT_3	BOL	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13341.0	12916.0	18125.0	24636.0	15478.0	24556.0	20088.0	22962.0	31177.0	34778.0	35166.21	43796.73	40473.99	40572.19	34166.25	32411.46
22	FAOSTAT_3	BRA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7685196.21	8905665.74	10975249.62	8425089.3	9028448.81	11549175.6	10768013.79	7540435.57	10424767.72	13081009.13	12116475.02	14147326.89	15363337.57	12809826.43	14523279.55	16582859.11
23	FAOSTAT_3	BRB	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	642.0	1116.0	2785.0	1418.0	1807.0	1737.0	1757.0	1001.0	1621.0	1059.0	1995.22	1268.9	720.1	986.22	796.63	1034.98
24	FAOSTAT_3	BRN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.0	204.0	303.0	617.0	132.0	1131.0	338.0	412.0	1727.0	470.0	454.0	223.0	709.0	709.0	709.0	709.0
25	FAOSTAT_3	BTN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1083.0	1098.0	1169.0	1262.0	1153.0	1228.0	1166.0	2396.0	1010.0	1308.0	1070.94	1217.94	1422.91	1479.01	1325.33	1325.33
26	FAOSTAT_3	BWA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15359.0	21530.0	9616.0	15628.0	22545.0	23253.0	23253.0	23253.0	23253.0
27	FAOSTAT_3	CAF	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.77	0.32	129.92	245.08	428.03	604.1	399.28	406.06	539.67	800.51	507.31	259.06	10.79	613.75	404.37	336.18
28	FAOSTAT_3	CAN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2635197.0	2685508.0	2481366.0	2798402.0	2120036.0	3065439.0	2830666.0	2726361.0	3002013.0	3612675.0	4060568.52	3646000.0	3885000.0	3995000.0	3825000.0	3921000.0
29	FAOSTAT_3	CHE	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80111.0	82751.0	87982.0	92599.0	93062.0	93476.0	92341.0	77477.0	88336.0	84397.0	67691.44	81970.42	83244.15	83238.87	84567.26	79592.17
30	FAOSTAT_3	CHL	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507826.0	495214.0	737029.0	630404.0	642349.0	674035.0	901659.0	802266.0	474399.0	648703.0	435454.0	454985.0	461829.0	545924.0	373124.17	373124.17
31	FAOSTAT_3	CHN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40515879.47	39972847.3	42893679.94	45705579.72	45814207.86	47057044.48	45576648.37	47015712.03	51511621.9	53182047.83	54078095.65	53779194.72	55618943.32	54558935.73	53724192.41	52995366.31
32	FAOSTAT_3	CIV	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86853.0	82167.0	76213.0	49785.0	63763.0	69571.0	52814.0	44392.0	93049.0	56268.0	78063.35	108983.98	122922.26	146840.57	154413.98	137420.08
33	FAOSTAT_3	CMR	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58221.0	48605.0	65934.0	47698.0	53859.0	51418.0	39102.0	41758.0	57282.0	68423.0	64081.55	62361.7	59650.42	84508.78	67602.46	80775.96
34	FAOSTAT_3	COD	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1299.0	32.0	26.0	176.0	366.0	2289.0	276.0	697.0	1191.43	1610.12	1037.21	1114.8	1192.39	1269.98
35	FAOSTAT_3	COK	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	47.0	26.0	54.0	65.0	9.0	52.0	54.0	19.0	19.0	26.61	23.35	12.17	68.32	48.38	21.09
36	FAOSTAT_3	COL	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683204.0	735369.0	718315.0	901840.0	1088002.0	1087494.0	890719.0	882651.0	1031693.0	1182041.0	1271538.4	941600.52	1061968.62	1132900.0	1115301.23	1317024.86
37	FAOSTAT_3	CRI	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125838.31	193130.4	157722.77	143542.48	177548.43	171608.71	183141.98	84252.81	116846.49	163810.44	147396.02	136843.35	131434.41	158493.92	149709.24	160067.88
38	FAOSTAT_3	CUB	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144722.0	61918.0	68673.0	82180.0	116722.0	127553.0	152898.0	60661.0	101159.0	139562.0	147160.87	156232.85	206607.6	173340.11	128572.56	129153.5
39	FAOSTAT_3	CYP	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15965.0	17722.0	14849.0	13404.0	12538.0	12060.0	9230.0	15768.0	16749.0	12701.0	16862.0	14660.0	12685.0	15544.0	16650.0	16628.0
40	FAOSTAT_3	CZE	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263742.0	295144.0	279818.0	287382.0	301864.0	320042.0	278198.0	281484.0	303927.0	318224.0	403039.0	403869.0	404854.0	478861.0	489191.0	455322.0
41	FAOSTAT_3	DEU	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2594893.0	2598369.0	2559567.0	2485044.0	2306976.0	2635171.0	1904141.0	2166995.0	2506576.0	2273908.0	2354038.0	2416417.0	2583830.0	2396137.0	2319996.0	2096816.0
