Source,area,short names,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
FAOSTAT_3,THA,total_fertilizers,,,,,,,,,,,,1778115.2,2255018,2003092.79,1716856.73,1785015.08,2066490.9,1972951.47,1909767.6,2504267.02,2565821.64,2532919.06,2801899.05,2546468.92,2293144.16,2372540.22,2372540.22
FAOSTAT_3,TJK,total_fertilizers,,,,,,,,,,,,0,0,26408,28633,54500,55300,52200,48176,45490,49945,53565.34,53907.88,62915.72,61499.14,54536.42,65224.71
FAOSTAT_3,TON,total_fertilizers,,,,,,,,,,,,194,4523,1471,1425,734,152,162,4444,4066,1842,5743.73,11076.63,136.34,172.42,224.35,236.94
FAOSTAT_3,TTO,total_fertilizers,,,,,,,,,,,,4400,4400,6400,6000,5900,5900,5100,5600,5700,5800,6900,7700,9000,8900,9100,9100
FAOSTAT_3,TUN,total_fertilizers,,,,,,,,,,,,141165.27,174303.92,113595.79,155979.94,79690.49,106743.59,327440.21,82510.05,256578.55,107590.09,150685.84,82761.55,117450.79,153306.17,81756.89,295116.86
FAOSTAT_3,TUR,total_fertilizers,,,,,,,,,,,,1746666,1970135,2044015,2067475,2110514,1985593,1551367,2232592,2103665,1847301,2064828,2312134,2180242,2202736,2807280,2644333
FAOSTAT_3,TZA,total_fertilizers,,,,,,,,,,,,31818,38050,50247,55818,52357,50716,52966,86533,101925,105865,104712,151441.21,120202.25,120384.01,170160.68,163616.02
FAOSTAT_3,UGA,total_fertilizers,,,,,,,,,,,,7463,9331,8758,5756,7652,7497,18976,13746,11606,12068,14663.83,16847.73,12557.97,11022.4,13184.85,14228.42
FAOSTAT_3,UKR,total_fertilizers,,,,,,,,,,,,519057,512481,533290,557930,699330,896440,1064720,886760,1060640,1263310,1346530,1493710,1471640,1415010,1728850,2028080
FAOSTAT_3,URY,total_fertilizers,,,,,,,,,,,,84278,153222,180554,195654,207581,205919,190660,206167,296378,309495,384803.75,582114.23,449439.73,254905.4,341030.01,343274.07
FAOSTAT_3,USA,total_fertilizers,,,,,,,,,,,,19462900,20520700,20492900,19582600,20247000,19954800,18192157,17137601,18262765,20070761,20565302.1,20994055,20660881,20211336,20544035,20459267
FAOSTAT_3,UZB,total_fertilizers,,,,,,,,,,,,719000,693000,625000,652000,715000,725086,747445,833343,856885,880427,865415,943798,989413,1004965,1023894,1023894
FAOSTAT_3,VEN,total_fertilizers,,,,,,,,,,,,301000,303500,320000,351000,306000,373810,496250,446460,472940,486423.08,513393.66,520076.34,491083.47,495142.52,488400,488400
FAOSTAT_3,VNM,total_fertilizers,,,,,,,,,,,,1950219.05,2191007.4,2379576.52,2159486.55,2177188.77,2546035.72,1906510.31,2795791.54,2351282.43,2277344.51,2375763.23,3107722.15,2799980.72,3027125.59,2972095.15,3186088.27
FAOSTAT_3,WSM,total_fertilizers,,,,,,,,,,,,10,24,40,37,24,38,49,35,16,15,3.77,22.57,7.74,11.1,15.79,11.45
FAOSTAT_3,YEM,total_fertilizers,,,,,,,,,,,,11600,5630,18105,4901,11574,29220,18220,14100,25120,14400,19291.18,36482,25877.38,2064.98,20800.94,14807.5
FAOSTAT_3,ZAF,total_fertilizers,,,,,,,,,,,,838507,750041,801825,623586,785439,768874,720553,762733,674037,726040,744042,721481,812663,731395,731395,731395
FAOSTAT_3,ZMB,total_fertilizers,,,,,,,,,,,,67325,75221,85587,76312,77365,95354,117980,91511,99190,166130,142979.17,181196.91,191774.06,212489.15,243145.12,273801.08
FAOSTAT_3,ZWE,total_fertilizers,,,,,,,,,,,,130310,146032,86352,85018,132661,108141,93475,117990,136332,111503,73000,75900,101800,91600,130000,130000
FAOSTAT_3,WORLD,total_fertilizers,,,,,,,,,,,,141324337,147338702.1,155611662,156916872.1,159183029,167774829.4,159477097.9,156826353.8,173095988,180775265.7,180370474.7,183584550.6,187877878.7,184599434.7,187210109.4,192224457.1
FAOSTAT_3,AGO,total_pesticides_use,81.67,25.33,169,25.5,336,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
FAOSTAT_3,ALB,total_pesticides_use,121,121,121,201,251,261.89,272.78,283.68,294.57,305.46,316.35,327.25,338.14,349.03,359.92,370.82,381.71,392.6,403.49,582.93,574.62,353.05,441.53,447.89,590.41,656.52,681.14
FAOSTAT_3,ARG,total_pesticides_use,26156,26156,26156,30195,37842,54595,77691,62397,73152.15,83907.29,94662.44,105417.59,116172.73,126927.88,137683.03,148438.17,185617.65,202151.41,138831.47,234430.38,219255.93,215405.95,211555.98,207706,203806.98,199907.95,196008.93
FAOSTAT_3,ARM,total_pesticides_use,0,8,8,23,23.9,32,41.46,50.92,60.38,69.85,79.31,88.77,98.23,204.77,220.51,227.55,241.71,218.2,198.36,278.72,278.72,278.72,278.72,278.72,278.72,278.72,278.72
FAOSTAT_3,ATG,total_pesticides_use,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,39.26,31.5,28.3,27.47,26.64,26.64,26.64
FAOSTAT_3,AUS,total_pesticides_use,17866,22234,23899,21057,25598,31185,34091,37215,34200,33475,32710,26651,32418,36276,34310,35900,32446.24,42935.38,38065.69,42169.39,47632.98,48687.88,45177.19,49857.35,50921.6,63416.48,63416.48
FAOSTAT_3,AUT,total_pesticides_use,4487,3897,3984,3619,3402,3565,3689.6,3340.3,3418.6,3563.2,3132.2,3079.2,3384.9,3301.7,3404,3415.7,3526.6,4246.7,3531.8,3692.4,3441.5,3563.3,3108.6,3380.7,3787.1,3662.1,4655.3
FAOSTAT_3,AZE,total_pesticides_use,0,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,148.68,262.99,316.18,333.85,461.84,516.35,489.8,531.84,529.69,542.82,542.82
FAOSTAT_3,BDI,total_pesticides_use,92.08,92.08,96.99,84.45,144.2,207.1,117.56,107.29,150.24,109.87,72.58,98.1,263.7,508.26,304.83,190.51,412.66,456.44,177.75,264.53,75.64,98.59,956.06,74.49,72.74,50.26,50.26
FAOSTAT_3,BEL,total_pesticides_use,0,0,0,0,0,0,0,0,0,9560.49,8529.07,9204.64,8822.52,9186.39,9776.26,8244.16,6712.05,6516.47,5496.04,4644.53,5740.44,6139.3,5905.6,6490.46,5848.26,6014.67,5742.39
FAOSTAT_3,BFA,total_pesticides_use,29.1,29.1,17,6,3.04,39.16,75.29,111.41,93.43,75.44,57.46,39.47,21.49,1.28,92.21,109.24,292.05,190.92,132.3,442.89,843,843,843,843,843,843,843
FAOSTAT_3,BGD,total_pesticides_use,1287,1453,1487,1594.5,1702,1919,2035,2068,2532,3170,3312.12,4186.81,5446.67,6984.41,8083.26,9408.51,10914.45,12402.75,13755.78,13250.83,14798.28,13289.18,15330.16,15857.26,13364.42,14387.63,15144.49
FAOSTAT_3,BGR,total_pesticides_use,3906,3906,3777.25,3648.5,3519.75,3391,3262.25,3133.5,3004.75,2876,2747.25,2618.5,2489.75,2361,2232.25,2103.5,1974.75,1846,1717.25,1588.5,1459.75,1331,1197,1001,1541.9,3759.1,3383.2
FAOSTAT_3,BHR,total_pesticides_use,14.05,14.05,14.05,30.86,12.46,12.16,9.42,11.15,12.65,8.65,9.2,0.91,6.03,12.24,12.75,12.12,16.25,10.45,12.59,9.84,9.14,9.14,9.14,9.14,9.14,9.14,9.14
FAOSTAT_3,BHS,total_pesticides_use,452.87,452.87,452.87,452.87,452.87,452.87,452.87,452.87,452.87,452.87,363.18,325.34,270.38,237.73,292.96,253.73,253.73,253.73,253.73,253.73,253.73,253.73,253.73,253.73,253.73,253.73,253.73
FAOSTAT_3,BLR,total_pesticides_use,0,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,4896.89,5682.01,5479.34,4970.93,3566.28,3258.9,3558.02
FAOSTAT_3,BLZ,total_pesticides_use,696,997,1057.83,1118.67,1179.5,1240.33,1301.17,1362,1362,1296,1719,1529.27,1339.54,1149.81,960.08,770.35,674.53,984.03,788.62,700.39,826.58,638.28,1036.68,880.1,1067.18,1258.98,1176.74
FAOSTAT_3,BOL,total_pesticides_use,1456.24,706.97,1066.4,1424.31,1782.22,2140.12,2498.03,2855.94,3213.85,3571.76,3929.66,4287.57,4645.48,6269.53,7143.74,7770.18,8179.42,8869.27,10280.78,11822.61,12384.95,13476.67,16227.45,15326.81,14252.11,14758.31,14758.31
FAOSTAT_3,BRA,total_pesticides_use,58349.44,67003.89,75658.33,84312.78,92967.22,101621.67,110276.11,118930.56,127585,140423,151523,145552,182446,214725,232232,238716,304031,312637,335742,342580,345026,346583,367778,352336,395646,377176,377176
FAOSTAT_3,BRB,total_pesticides_use,550,550,550,514,664,475,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46,168.46
FAOSTAT_3,BRN,total_pesticides_use,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,9.92,13.65,5.98,27.93,38.49,9.06,1.62,11.97,20.54,20.54,20.54,20.54
FAOSTAT_3,BTN,total_pesticides_use,4.54,4.53,3.39,24.5,29.18,32.33,2,2.31,2.4,3.21,2.54,1.87,5.16,6.64,2.09,5.93,7.05,5.82,5.68,6.56,9.07,7.44,5.4,3.38,10.81,12.17,12.17
FAOSTAT_3,BWA,total_pesticides_use,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
FAOSTAT_3,CAF,total_pesticides_use,0.04,0.04,0.25,2.16,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87
FAOSTAT_3,CAN,total_pesticides_use,29477.5,29387,29296.5,29206,32223.4,35240.8,38258.2,41275.6,44293,39667,38456,34226,35596,36138,36363,36572.75,45140.03,53707.3,54529.4,61050,62107.2,73508.9,81659.8,76314,75318.3,90838.7,90838.7
FAOSTAT_3,CHE,total_pesticides_use,2055.9,2018.7,1934.5,1922.5,1826.3,1746.3,1644.3,1563.6,1526.6,1576.9,1561.9,1526.6,1476.7,1390.7,1388.3,1359.04,2099.3,2011.47,2170.4,2059.6,2132.14,2077.9,2098.5,2183.59,2160.34,2112.75,1997.69
FAOSTAT_3,CHL,total_pesticides_use,15373,15373,15373,15373,15373,15373,15373,15373,15373,14264.54,13156.09,12047.63,10939.18,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72,9830.72
FAOSTAT_3,CHN,total_pesticides_use,775388.37,809244.37,854860.37,988608.37,1097075.37,1150843.77,1204908.17,1240708.57,1333139.97,1288619.37,1283381.37,1322948.37,1335502.74,1395814.01,1469311.84,1546108.98,1632584.56,1681188.47,1717687.15,1765944.22,1795371.35,1815505.77,1811604.85,1815732.79,1772420.36,1772588.89,1773634.4
FAOSTAT_3,CIV,total_pesticides_use,16,16,16,143,134,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
FAOSTAT_3,CMR,total_pesticides_use,190.47,1842.46,1244.42,646.39,48.35,180.08,630.12,258.02,654,546,687,815.79,957.36,849.48,829.59,950.22,918.88,882.13,813.77,1160.63,1372.47,1372.47,1372.47,1372.47,1372.47,1372.47,1372.47
FAOSTAT_3,COD,total_pesticides_use,29,35,41,11.2,12.2,14.2,13.24,12.27,11.31,10.34,9.38,8.41,7.45,6.48,5.52,4.55,3.59,2.62,1.66,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
FAOSTAT_3,COK,total_pesticides_use,1,1,1,0.86,0.71,0.9,1.63,1.58,1.5,1.5,1.9,2.29,2.69,2.79,3.04,3.21,3.23,3.6,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
FAOSTAT_3,COL,total_pesticides_use,16817,15305.94,14961.81,17051.34,20156.23,18131,16005,60687,66088,75843.01,85515.31,84023.27,88772.16,105514.2,117881.47,98328.65,82439.08,48538.99,51435.15,48618.49,53797.03,48727.73,54563.38,73744.34,33689.3,32391.55,37698.3
FAOSTAT_3,COM,total_pesticides_use,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.67,0.64,0.61,0.58,0.55,0.52,0.49,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
FAOSTAT_3,CPV,total_pesticides_use,1,1,1,2,0.68,0.5,1.74,7.03,11,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
FAOSTAT_3,CRI,total_pesticides_use,1447.15,1447.15,1447.15,1475.13,1503.12,2747.79,4104.66,7898,16889,25865,10704,11125.01,10639.01,10990.02,10937.02,10988.03,12746.56,13317,12306.67,14241.84,12811.25,12811.25,12811.25,12811.25,12811.25,12811.25,12811.25
FAOSTAT_3,CYP,total_pesticides_use,1970.71,1695.53,2044.07,2518.2,2030.77,2417.19,2224.09,1660.96,1097.84,534.71,627.82,975,720,650,620,812,495,447,707,620,567.7,727.01,886.89,1046.78,947.88,611.09,1006.13
FAOSTAT_3,CZE,total_pesticides_use,0,0,3545.1,3593.15,3757.2,3631.1,4085.03,4351.03,4242.02,4533.04,4649.12,4977.62,4590,5318.44,5384.76,5693.11,6194.49,5440,4759.9,4957.4,5306.06,5345.4,5146.98,4683.39,4472.88,4433.88,4434.04
FAOSTAT_3,DEU,total_pesticides_use,32006,29542,25170,26330,30090,31683,30414,33377,30019,35273.17,33423.49,34431.72,35539.26,34930.37,36386.27,38540.15,40740.64,43413.01,39289.43,40832.42,43754.35,45522.5,43756.1,45836.29,48131.97,46920.98,48193.34
FAOSTAT_3,DNK,total_pesticides_use,4628,4566,4103,3922,5043,3672,3679,3623,2867,3174,3311,2868,2954,2899,3246,3212,3336,4145,2836,3894,4249.48,5716,4118,1779.89,2593.78,2558.96,2629.79
FAOSTAT_3,DOM,total_pesticides_use,4971,4971,4971,4971,3449,3493,3846,4375,5398,5082,7182,4018.07,854.14,3713.96,3515.56,4116.45,5689.8,5409.43,5975.25,6316.61,6275.95,6235.29,6194.62,6153.96,6308.54,6676,8985.23
FAOSTAT_3,DZA,total_pesticides_use,6035.05,2816.84,2650.67,2999.28,5196.29,1131.55,762.82,439.62,1168.83,1673.1,2177.37,2681.64,3185.91,3690.18,2726.44,2419.85,3478.36,5635.95,3084.25,1785.42,7528.05,8896.01,8185.41,7067.36,4432.77,4069.22,5983.19
FAOSTAT_3,ECU,total_pesticides_use,2377,2012,1844,2670,2658,2407,7612,21500,14216,17948,7344,1306.49,30634.53,29799.84,18391.23,7953.42,14156.16,15396.14,9666.87,31637.12,17529.44,11469.74,6471.77,33573.94,34806.29,34633.74,34252.8
FAOSTAT_3,EGY,total_pesticides_use,8255,6156,4175,4283,4391,4499,4607,4715,4823,4931,5039,5147,5255,5363,5471,9781,9105,9527,9013,11590,12945,13991,13653,11363,8043.71,8043.71,8043.71
FAOSTAT_3,ERI,total_pesticides_use,0,0,4.44,4.44,4.44,4.44,30.92,19.61,22.28,24.96,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63
FAOSTAT_3,ESP,total_pesticides_use,39147,31839,29408,31244,27852,33236,34023,35070,33614,34597,35700,40727,41586,47445,41017,39767,39286,40719,35199,39043,53549,48668,54197,61067,59018,61895,60896.4
FAOSTAT_3,EST,total_pesticides_use,0,469,170,176,154,133,200,195,187,315,329,331,323,351,386,452,460,551,402,514,460,553,567,597,594,712,673.98
FAOSTAT_3,ETH,total_pesticides_use,0,0,242,242,242,383,383,383,494.83,606.67,630,824.63,1019.25,1213.88,1408.5,2603.1,2593.9,2270.6,3699.2,4128.1,4128.1,4128.1,4128.1,4128.1,4128.1,4128.1,4128.1
FAOSTAT_3,FIN,total_pesticides_use,1738,1372,1200,1247,1041,909,999,1164,1139,1147.48,1423.27,1620.36,1666.82,1489.12,1431.04,1645.3,1479.45,1621.86,1693.8,1746.71,1707.54,1545.25,1475.39,1616.7,1725.2,1566.3,1327.2
FAOSTAT_3,FJI,total_pesticides_use,698.98,135.18,160.65,186.13,211.6,237.07,262.54,288.02,313.49,338.96,364.43,389.9,415.38,440.85,466.32,491.79,517.26,542.74,709.7,689.97,710.1,805.54,769.07,769.07,769.07,769.07,769.07
FAOSTAT_3,FRA,total_pesticides_use,103434,85249,91953,89515,84011,97890,109793,107754,114696,97878,99694,82448,74531,76120.5,78290,71640.5,77255,78601,63692,61911,61039,63547.59,66497.29,74909.6,66531.02,71951.22,70588.7
FAOSTAT_3,GBR,total_pesticides_use,29022,31077,32387,33929,33743,35579,35490,35422,35537,33031.28,32893.1,30995.26,30754.4,31223.91,31415.27,22588.09,22331.7,21596.68,21324.22,16770.87,16401.66,17718.64,17673.46,18392.45,18302.28,19277.79,19843.94
FAOSTAT_3,GHA,total_pesticides_use,65.8,65.8,65.8,65.8,65.8,1575.5,502,297.78,114.13,81.63,82,89.74,108.67,127.6,165.84,771,119.86,350.83,378.97,378.97,378.97,378.97,378.97,378.97,378.97,378.97,378.97
FAOSTAT_3,GIN,total_pesticides_use,80,80,21,39,153,157,157,181.35,205.71,230.06,254.42,278.77,303.13,327.49,351.84,376.19,400.55,424.9,449.26,556.24,663.23,770.21,877.19,400.65,400.65,400.65,400.65
FAOSTAT_3,GMB,total_pesticides_use,34,34,20.03,2.02,8.04,8.31,74.73,141.16,207.58,274,237,250,345,559,813,2061,588,588,588,588,588,588,588,588,588,588,588
FAOSTAT_3,GNB,total_pesticides_use,38,4,25,21,17,13,9,5,1,41.5,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
FAOSTAT_3,GRC,total_pesticides_use,7420,7869,8826,6341,6663,7296,9223,10702,9635,10627,10725,12209.42,11836.84,12650.26,13488.68,7505.3,7345.7,5130.8,3404.4,5607.7,8189.8,8002.2,8081.72,9504.13,9018.87,9199.77,9384.4
FAOSTAT_3,GTM,total_pesticides_use,12004.33,12004.33,12004.33,12004.33,12004.33,12004.33,11419.53,10834.74,10249.94,9665.14,10025.35,10385.57,10745.78,11966.11,13512.61,15958.27,22890.57,18099.47,13284.9,14906.85,16540.71,19726.3,20489.4,20489.4,20489.4,20489.4,20489.4
FAOSTAT_3,GUY,total_pesticides_use,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,289.9,270.78,343.12,246.5,234.27,264.47,211.83,400.76,427.73,358.72,358.72,358.72,358.72,358.72
FAOSTAT_3,HND,total_pesticides_use,3368.28,5965.38,6768,2550.86,7800,6464,6980,3495,2387,4376,1156,1784.3,2412.61,3040.91,3669.21,4297.51,5283.93,5130.42,4344.36,5736.63,6324.41,7194.91,7194.91,7194.91,7194.91,7194.91,7194.91
FAOSTAT_3,HRV,total_pesticides_use,0,2304,2675.33,3046.67,3418,3148,3026.25,2904.5,2782.75,2661,2539.25,2417.5,2295.75,2174,2053,2150,2015,2388,2070,1540,1638.74,1737.48,1836.21,2109.17,2301.09,1853.37,1570.36
FAOSTAT_3,HTI,total_pesticides_use,18.86,11.52,6.96,8.58,12.32,14.44,16.35,23.78,26.32,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85
FAOSTAT_3,HUN,total_pesticides_use,8069,5777,10197,9574,7715,6946,4445,5280,4598,4151,5458,8249.9,8742.3,9955.7,9689.6,11535,11188.4,12092.8,11151.2,10305.1,8473.26,8141.17,7744.5,9011,9490.15,9762.9,9759.3
FAOSTAT_3,IDN,total_pesticides_use,3259,867.5,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597
FAOSTAT_3,IND,total_pesticides_use,72133,70791,66388,61357,61257,56114,52279,49157,46195,44957.52,43720.04,42482.56,41245.08,35113,35342,37423,27422.77,14485.33,28707.01,40093.69,55540,52980,45620,60280,56120,50410,52750
FAOSTAT_3,IRL,total_pesticides_use,2014,2014,2014,2014,2152,1577,2201,2257,1930,1942.21,2333.67,2614.27,2719.41,2978.49,2624.89,2766.64,3083.02,2790.17,2268.1,2529.2,3664.3,2925.1,2950.8,3006.22,3124.2,2583.13,2860.92
FAOSTAT_3,IRN,total_pesticides_use,16349,11683,9572,10324,8746,5332,6307.96,7283.93,8259.89,9235.85,8809.76,9355.71,9854.61,9702.04,7508.01,7921.22,5557.99,2602.28,2308.01,2852.05,3396.1,5733.28,5173.01,4941.95,4710.9,4479.84,4479.84
FAOSTAT_3,IRQ,total_pesticides_use,692,692,692,692,816,616,848,755,508,548,837.47,878.68,853.65,828.62,873.01,824.14,1062.61,955.13,847.66,740.18,632.7,525.23,417.75,386.76,194.11,148.82,212.15
FAOSTAT_3,ISL,total_pesticides_use,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,4.18,4.74,4.02,4.01,6.01,5.01,5,5.34,5.73,4.37,2.73,3.43,3.14,2.41,3.88,4.08,3.67,2.54
FAOSTAT_3,ISR,total_pesticides_use,2491,2491,2491,2491,2491,2491,2491,2491,2975.02,3459.04,3943.05,4427.07,4911.09,5395.11,5879.13,6363.14,6847.16,7331.18,6650,6753,6124,6009,6005,6335,6367,6093,6093
FAOSTAT_3,ITA,total_pesticides_use,88916.6,88227.6,89282.2,81217.6,84153,74617.2,84799,84117,81583,79447,75978,94211,86058,83810,84647,74349,80454,79643,74172,71613,70690,61889,55633,59422,63322,60259,56641
FAOSTAT_3,JAM,total_pesticides_use,1217.44,1217.44,1217.44,1217.44,1258.99,1316.11,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7,620.7
FAOSTAT_3,JOR,total_pesticides_use,926,1365,786,773.5,761,910,875,845,525,553,1419.71,1566.41,1319.66,736.06,1735.74,1141.93,1350.86,1265.7,1089.5,932.8,1111.9,708,1010,719,666,1022,1289.4
FAOSTAT_3,JPN,total_pesticides_use,79821.18,79821.18,79821.18,79821.18,79821.18,79821.18,79821.18,79821.18,79821.18,79821.18,78735.45,70262.54,67869.72,64688.88,63829.77,65248.26,61164.07,58750,60970.8,55576,51796.3,54716.4,52794.3,53543.7,54171.16,51006.45,52248.52
FAOSTAT_3,KAZ,total_pesticides_use,0,17182,17182,17182,13536,13047,8112,6416.14,4720.28,3024.42,3007.26,3361.84,3606.55,3802.92,3666.62,3926.27,5575.89,7044.9,8716.14,6283.85,10656.6,8674.58,8738.38,11158.77,10588.9,10671.6,13811.1
FAOSTAT_3,KEN,total_pesticides_use,3469,3469,3469,3469,4607,6344,5172,4114,3056,1998,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578
FAOSTAT_3,KGZ,total_pesticides_use,0,2418,2200.86,1983.72,1766.59,1549.45,1332.31,1115.17,898.04,680.9,609.6,733.2,1302.6,1321.3,1081.1,796,1026.2,662.8,266.8,350.1,312.9,365.1,341.1,402.6,516,532.8,560.4
FAOSTAT_3,KNA,total_pesticides_use,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.28,11.32,11.92,12.52,12.62,12.57,12.57,14.96,15.08,14.61,14.78,1.99,0.94,1.56,1.56,1.56,1.56
FAOSTAT_3,KOR,total_pesticides_use,27476,26718,25999,26184,25845,24620,24819,22103,25837,25684,28218,25844,24610,25323,24506,24076,24262,25368,22790,20431,19131,17438,18708,19788,19482,19798,20043
FAOSTAT_3,KWT,total_pesticides_use,14,14,14,14,14,18,20,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
FAOSTAT_3,LAO,total_pesticides_use,21,21,46,36.11,26.22,16.33,6.44,2.23,1.76,1.28,1.82,2.35,2.89,3.42,3.96,4.5,0.53,0.07,25.67,1.85,43.81,43.53,125.89,3,3,3,3
FAOSTAT_3,LBN,total_pesticides_use,1221,1221,1221,1221,1221,1221,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816
FAOSTAT_3,LBY,total_pesticides_use,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,2733.64,1654.17,947.62,974.53,1556.77,606.92,606.92,606.92,606.92,606.92,606.92,606.92,606.92
FAOSTAT_3,LCA,total_pesticides_use,97,97,97,97,97,97,97,49,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
FAOSTAT_3,LKA,total_pesticides_use,1409.15,2144.31,1753.2,1860.7,1735.5,1654.41,1622.4,1532.41,1766.91,1695.71,1705.05,1714.39,1723.73,1733.07,1742.41,1751.75,1439.8,1152.39,1170.36,1450.54,1290.31,1112.8,1235.31,933.34,2539.92,1924.19,1682.17
FAOSTAT_3,LSO,total_pesticides_use,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.53,5.25,35.27,37.44,77.7,80.07,175.27,271.84,62.32,62.32,62.32,62.32,62.32
FAOSTAT_3,LTU,total_pesticides_use,0,1380,936,713,737,979,928,812,695,688.06,726.09,792.62,847.22,1023.62,1048.52,1197.02,2722.82,2723.06,2748.8,1803.77,2062.34,2559.9,2515.69,2545.5,2737.7,3336.1,2993.4
FAOSTAT_3,LUX,total_pesticides_use,0,0,0,0,0,0,0,0,0,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,155.19,131.33,130.32,151.57,176.8
FAOSTAT_3,LVA,total_pesticides_use,0,1005,476,294,358,361,334,369,326.86,284.72,367.4,335.31,477.63,594.46,723.54,743.57,1113.49,1033,881.2,1027.5,1070.5,1396.96,1250,1417.3,1512,1724.67,1478.43
FAOSTAT_3,MAR,total_pesticides_use,9771.14,10178.29,10585.43,10992.57,11399.71,11806.86,12214,12621.14,13028.29,13435.43,13842.57,14249.71,14656.86,15064,14588,13697,13697,13697,13697,13697,13697,13697,13697,13697,13697,13697,13697
FAOSTAT_3,MDA,total_pesticides_use,0,2897,2501,2553.73,2606.45,2659.18,2711.91,2764.64,2817.36,2870.09,2877.1,2606.87,2715.73,2915.4,2394.93,2466.37,2556.03,2924.63,2308.27,2466.13,2453.95,2316.22,2409.25,2500.4,2739,2981.2,3461.8
FAOSTAT_3,MDG,total_pesticides_use,131,101.15,109.41,76.27,73.15,152.01,139.9,88.26,49.53,130.46,87.59,240.9,146.87,68.16,114.51,109.39,93.88,112.25,143.9,241.89,310.49,377.81,508,453.91,401.39,493.54,642.78
FAOSTAT_3,MDV,total_pesticides_use,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,66.17,236.16,376.24,906.65,376.87,362.67
FAOSTAT_3,MEX,total_pesticides_use,26624.98,26624.98,26624.98,26624.98,26624.98,26624.98,26624.98,26624.98,26624.98,26624.98,23371.7,11535.83,16285.16,18507.68,39171.9,38402.66,50894.34,50154.53,50327.9,52305.13,53219.63,49213.67,47551.15,43028.74,46925.34,47127.77,47127.77
