ranking,area,value
1,CHN,1781260.0
2,USA,1772222.0
3,AUS,1721290.0
4,SAR,1302547.3
5,BRA,1275892.0
6,CAN,1044173.0
7,IND,658503.0
8,ARG,530213.0
9,MNG,407190.0
10,MEX,390791.0
11,SAU,388681.0
12,DZA,325860.0
13,ZAF,309869.0
14,IRN,280610.0
15,COD,278005.0
16,IDN,257249.0
17,AGO,239470.0
18,TCD,222220.0
19,LBY,205300.0
20,COL,201472.0
