ranking,area,value
1,RUS,3492226.0
2,CHN,2402216.1
3,USA,2243905.0
4,AUS,1976570.0
5,BRA,1943760.0
6,CAN,1886253.0
7,SAR,1615330.4
8,IND,775013.0
9,KAZ,752610.5
10,ARG,681683.0
11,SAU,603647.0
12,DZA,517493.0
13,MEX,495360.0
14,COD,478960.0
15,MNG,424393.8
16,IDN,415680.0
17,IRN,390238.0
18,LBY,367293.0
19,ZAF,340226.0
20,AGO,306930.0
