ranking,area,value
1,RUS,3493095.82
2,CHN,2413574.98
3,USA,2235346.5
4,BRA,1954217.0
5,AUS,1902373.0
6,CAN,1881358.2
7,SAR,1596492.31
8,IND,774359.0
9,KAZ,756932.0
10,ARG,696038.0
11,SAU,603585.2
12,DZA,517804.4
13,MEX,495495.0
14,COD,479610.0
15,MNG,423615.5
16,IDN,419314.0
17,IRN,371705.2
18,LBY,367258.0
19,ZAF,339459.0
20,AGO,308530.0
