ranking,area,value
1,USA,1778296.0
2,AUS,1742264.0
3,CHN,1723246.0
4,SAR,1303589.3
5,BRA,1247536.0
6,CAN,1046483.0
7,IND,654821.0
8,ARG,531473.0
9,MNG,436722.0
10,MEX,389195.0
11,SAU,388109.0
12,DZA,326782.0
13,ZAF,311289.0
14,IRN,285838.0
15,COD,277705.0
16,IDN,257757.0
17,AGO,239470.0
18,TCD,221820.0
19,NGA,211677.0
20,LBY,203244.0
