ranking,area,value
1,USA,1786790.0
2,AUS,1726116.0
3,CHN,1684326.0
4,SAR,1295065.3
5,BRA,1223370.0
6,CAN,1048115.0
7,IND,652903.0
8,ARG,532273.0
9,MNG,436660.0
10,MEX,389813.0
11,SAU,387719.0
12,DZA,326580.0
13,ZAF,312889.0
14,IRN,282216.0
15,COD,277305.0
16,IDN,257957.0
17,AGO,239470.0
18,TCD,221800.0
19,NGA,218705.06
20,LBY,201594.0
