ranking,area,value
1,RUS,3491011.0
2,CHN,2400340.0
3,USA,2245241.6
4,AUS,1961909.0
5,BRA,1943266.0
6,CAN,1883984.4000000001
7,SAR,1598076.4
8,IND,774258.0
9,KAZ,751375.6
10,ARG,691371.0
11,SAU,603613.0
12,DZA,517600.0
13,MEX,495490.0
14,COD,479060.0
15,MNG,424920.0
16,IDN,415314.0
17,IRN,373825.0
18,LBY,367293.0
19,ZAF,339508.0
20,AGO,307030.0
