ranking,area,value
1,RUS,3493719.0
2,CHN,2409147.0
3,USA,2246677.0
4,AUS,1998660.0
5,BRA,1931194.0
6,CAN,1886646.0
7,SAR,1616093.2
8,IND,775619.0
9,KAZ,755631.8
10,ARG,675573.0
11,SAU,603723.0
12,DZA,516038.0
13,MEX,495100.0
14,COD,479110.0
15,MNG,439603.0
16,IDN,405841.0
17,IRN,389584.0
18,LBY,367574.0
19,ZAF,340563.0
20,AGO,306840.0
