ranking,area,value
1,CHN,1810104.0
2,USA,1772222.0
3,AUS,1733712.0
4,SAR,1301041.3
5,BRA,1287462.0
6,CAN,1041129.0
7,IND,658121.0
8,ARG,529457.0
9,MNG,404394.0
10,MEX,390815.0
11,SAU,388995.0
12,DZA,316516.0
13,ZAF,309509.0
14,IRN,279436.0
15,COD,278205.0
16,IDN,257057.0
17,AGO,239470.0
18,TCD,222220.0
19,LBY,206324.0
20,COL,201566.0
