ranking,area,value
1,USA,1784696.0
2,AUS,1731804.0
3,CHN,1693506.0
4,SAR,1296343.3
5,BRA,1226608.0
6,CAN,1047393.0
7,IND,653423.0
8,ARG,532229.0
9,MNG,436724.0
10,MEX,389665.0
11,SAU,387809.0
12,DZA,326606.0
13,ZAF,312489.0
14,IRN,282276.0
15,COD,277405.0
16,IDN,257957.0
17,AGO,239470.0
18,TCD,221800.0
19,NGA,213137.94
20,LBY,202004.0
