ranking,area,value
1,CHN,1919789.0
2,USA,1769792.0
3,AUS,1710270.0
4,SAR,1309550.5
5,BRA,1307396.0
6,CAN,1044975.0
7,IND,660405.0
8,ARG,529547.0
9,SAU,430929.0
10,MNG,405134.0
11,MEX,399495.0
12,DZA,315732.0
13,ZAF,310609.0
14,IRN,284936.0
15,COD,278605.0
16,IDN,268127.0
17,AGO,239470.0
18,TCD,222330.0
19,NGA,211759.0
20,LBY,206834.0
