ranking,area,value
1,RUS,3490824.0
2,CHN,2400314.1
3,USA,2239444.7
4,AUS,1945489.0
5,BRA,1945168.0
6,CAN,1882642.2
7,SAR,1596432.5999999999
8,IND,774706.0
9,KAZ,750723.3
10,ARG,691130.0
11,SAU,603373.0
12,DZA,517728.0
13,MEX,495495.0
14,COD,479155.0
15,MNG,424388.0
16,IDN,417914.0
17,IRN,372438.2
18,LBY,367293.0
19,ZAF,339606.0
20,AGO,307630.0
