ranking,area,value
1,CHN,1850129.0
2,USA,1778694.0
3,AUS,1710480.0
4,SAR,1302769.7000000002
5,BRA,1293456.0
6,CAN,1042679.0
7,IND,658243.0
8,ARG,530957.0
9,MNG,405308.0
10,MEX,396435.0
11,SAU,389509.0
12,DZA,316738.0
13,ZAF,309375.0
14,IRN,281296.0
15,COD,278305.0
16,IDN,256957.0
17,AGO,239470.0
18,TCD,222220.0
19,LBY,206764.0
20,COL,201628.0
