ranking,area,value
1,USA,1780496.0
2,AUS,1737144.0
3,CHN,1712032.0
4,SAR,1298551.3
5,BRA,1241488.0
6,CAN,1046577.0
7,IND,653211.0
8,ARG,531725.0
9,MNG,436722.0
10,MEX,388695.0
11,SAU,388003.0
12,DZA,328966.0
13,ZAF,311699.0
14,IRN,284476.0
15,COD,277605.0
16,IDN,257857.0
17,AGO,239470.0
18,TCD,221800.0
19,LBY,202830.0
20,NGA,201377.0
