ranking,area,value
1,RUS,3492839.0
2,CHN,2404327.04
3,USA,2245448.0
4,AUS,1983460.0
5,BRA,1937496.0
6,CAN,1886219.0
7,SAR,1616142.0
8,IND,775198.0
9,KAZ,753408.9
10,ARG,676048.0
11,SAU,603731.0
12,DZA,516203.0
13,MEX,495340.0
14,COD,478960.0
15,MNG,440407.0
16,IDN,410495.0
17,IRN,389796.0
18,LBY,367358.0
19,ZAF,340646.0
20,AGO,306730.0
