ranking,area,value
1,CHN,1873343.0
2,USA,1778694.0
3,AUS,1714308.0
4,SAR,1307824.9
5,BRA,1295662.0
6,CAN,1043453.0
7,IND,660223.0
8,ARG,530703.0
9,MNG,404570.0
10,SAU,399815.0
11,MEX,396456.0
12,DZA,317394.0
13,ZAF,309375.0
14,IRN,281956.0
15,COD,278405.0
16,IDN,255261.0
17,AGO,239470.0
18,TCD,222220.0
19,LBY,206784.0
20,COL,201662.0
