ranking,area,value
1,RUS,3492473.0
2,CHN,2401923.94
3,USA,2246309.0
4,AUS,1975960.0
5,BRA,1940097.0
6,CAN,1886237.0
7,SAR,1616144.0
8,IND,774887.0
9,KAZ,752941.4
10,ARG,678221.5
11,SAU,603736.0
12,DZA,516253.7
13,MEX,495340.0
14,COD,478960.0
15,MNG,424508.0
16,IDN,413320.0
17,IRN,390017.0
18,LBY,367358.0
19,ZAF,340546.0
20,AGO,306930.0
