ranking,area,value
1,RUS,3493977.0
2,CHN,2408647.0
3,USA,2252931.0
4,AUS,2005560.0
5,BRA,1923046.0
6,CAN,1886636.0
7,SAR,1615763.5999999999
8,IND,775929.0
9,KAZ,761591.0
10,ARG,675286.0
11,SAU,603723.0
12,DZA,515988.0
13,MEX,494980.0
14,COD,479410.0
15,MNG,429181.0
16,IDN,404285.0
17,IRN,389909.0
18,LBY,367383.0
19,ZAF,339883.0
20,AGO,306840.0
