ranking,area,value
1,RUS,3491036.0
2,CHN,2399909.0
3,USA,2241598.8
4,AUS,1971385.0
5,BRA,1944412.0
6,CAN,1884656.0
7,SAR,1598360.4
8,IND,774544.0
9,KAZ,751816.5
10,ARG,688442.0
11,SAU,603612.0
12,DZA,517529.0
13,MEX,495360.0
14,COD,478996.0
15,MNG,424960.0
16,IDN,413814.0
17,IRN,373604.0
18,LBY,367293.0
19,ZAF,339506.0
20,AGO,306930.0
