ranking,area,value
1,RUS,3489724.0
2,CHN,2400301.28
3,USA,2238190.5
4,BRA,1947235.0
5,AUS,1941934.0
6,CAN,1881313.8
7,SAR,1596386.7
8,IND,774280.0
9,KAZ,756952.1
10,ARG,696592.0
11,SAU,603283.0
12,DZA,517746.19
13,MEX,495495.0
14,COD,479610.0
15,MNG,424107.8
16,IDN,418814.0
17,IRN,371997.8
18,LBY,367263.0
19,ZAF,339459.0
20,AGO,308330.0
