ranking,area,value
1,CHN,1931025.0
2,USA,1769792.0
3,AUS,1712796.0
4,BRA,1311188.0
5,SAR,1308297.7000000002
6,CAN,1044947.0
7,IND,659501.0
8,ARG,528429.0
9,SAU,441229.0
10,MNG,405824.0
11,MEX,400497.0
12,DZA,315808.0
13,ZAF,311109.0
14,IRN,286618.0
15,COD,278605.0
16,IDN,269431.0
17,AGO,239470.0
18,TCD,222380.0
19,NGA,212653.0
20,LBY,206834.0
