ranking,area,value
1,USA,1776558.0
2,CHN,1769532.0
3,AUS,1725452.0
4,SAR,1301095.3
5,BRA,1272914.0
6,CAN,1045187.0
7,IND,656501.0
8,ARG,530465.0
9,MNG,407306.0
10,MEX,389597.0
11,SAU,388577.0
12,DZA,325838.0
13,ZAF,309949.0
14,IRN,282262.0
15,COD,277965.0
16,IDN,257249.0
17,AGO,239470.0
18,TCD,222120.0
19,LBY,204884.0
20,COL,201580.0
