ranking,area,value
1,USA,1803878.0
2,AUS,1695606.0
3,CHN,1634472.0
4,SAR,1289813.3
5,BRA,1147640.0
6,CAN,1049257.0
7,IND,650283.0
8,ARG,546537.0
9,MNG,436722.0
10,MEX,390753.0
11,SAU,387349.0
12,DZA,327974.0
13,ZAF,321579.0
14,IRN,281456.0
15,COD,276845.0
16,IDN,258357.0
17,AGO,239070.0
18,TCD,221800.0
19,NGA,198877.0
20,LBY,198720.0
