ranking,area,2001
1,RUS,3492949.0
2,CHN,2405711.04
3,USA,2247328.0
4,AUS,1992160.0
5,BRA,1935093.0
6,CAN,1886204.0
7,SAR,1615997.0
8,IND,775125.0
9,KAZ,754425.6
10,ARG,675944.0
11,SAU,603729.0
12,DZA,516457.0
13,MEX,495340.0
14,COD,478960.0
15,MNG,440416.0
16,IDN,410014.0
17,IRN,389575.0
18,LBY,367358.0
19,ZAF,340631.0
20,AGO,306640.0
