ranking,area,value
1,CHN,1896955.0
2,USA,1778694.0
3,AUS,1714150.0
4,SAR,1308444.1
5,BRA,1297896.0
6,CAN,1044229.0
7,IND,659999.0
8,ARG,530451.0
9,SAU,410219.0
10,MNG,404530.0
11,MEX,397265.0
12,DZA,316276.0
13,ZAF,309375.0
14,IRN,283616.0
15,COD,278505.0
16,IDN,260515.0
17,AGO,239470.0
18,TCD,222230.0
19,LBY,206808.0
20,COL,201700.0
