ranking,area,value
1,RUS,3496031.0
2,CHN,2404040.0
3,USA,2254740.0
4,AUS,1996746.0
5,BRA,1921091.0
6,CAN,1886576.0
7,SAR,1617385.0
8,IND,776020.0
9,KAZ,761687.0
10,ARG,675188.0
11,SAU,603723.0
12,DZA,515210.0
13,MEX,494970.0
14,COD,479410.0
15,MNG,429836.0
16,IDN,404330.0
17,IRN,389904.0
18,LBY,367373.0
19,ZAF,339554.0
20,AGO,306840.0
