ranking,area,value
1,USA,1793920.0
2,AUS,1706248.0
3,CHN,1645882.0
4,SAR,1292651.3
5,BRA,1167896.0
6,CAN,1049767.0
7,IND,650743.0
8,ARG,540263.0
9,MNG,436718.0
10,MEX,390493.0
11,SAU,387451.0
12,DZA,326502.0
13,ZAF,316809.0
14,IRN,281696.0
15,COD,276965.0
16,IDN,258257.0
17,AGO,239170.0
18,TCD,221800.0
19,NGA,205019.14
20,LBY,199540.0
