ranking,area,value
1,RUS,3490868.0
2,CHN,2400317.0
3,USA,2242796.6
4,AUS,1953748.0
5,BRA,1945128.0
6,CAN,1883312.8
7,SAR,1596261.7
8,IND,774395.0
9,KAZ,750791.4
10,ARG,691599.0
11,SAU,603510.0
12,DZA,517657.0
13,MEX,495495.0
14,COD,479110.0
15,MNG,424856.0
16,IDN,416314.0
17,IRN,372437.0
18,LBY,367293.0
19,ZAF,339726.0
20,AGO,307030.0
