ranking,area,value
1,USA,1776212.0
2,AUS,1743684.0
3,CHN,1736528.0
4,SAR,1302397.3
5,BRA,1255900.0
6,CAN,1046389.0
7,IND,655883.0
8,ARG,531221.0
9,MNG,436722.0
10,MEX,389497.0
11,SAU,388249.0
12,DZA,326846.0
13,ZAF,310919.0
14,IRN,284796.0
15,COD,277805.0
16,IDN,257757.0
17,AGO,239470.0
18,TCD,221800.0
19,LBY,203650.0
20,NGA,203377.0
