ranking,area,value
1,CHN,1909173.0
2,USA,1778694.0
3,AUS,1710000.0
4,SAR,1305795.3
5,BRA,1303924.0
6,CAN,1045001.0
7,IND,659703.0
8,ARG,530199.0
9,SAU,420529.0
10,MNG,404418.0
11,MEX,397277.0
12,DZA,315550.0
13,ZAF,310109.0
14,IRN,284276.0
15,COD,278605.0
16,IDN,263741.0
17,AGO,239470.0
18,TCD,222330.0
19,NGA,211079.0
20,LBY,206824.0
